,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,CTL,2018 q1,5010,0.4086531358351283,CFRA Research,0.4113834851375183,Not a person,CFRA Equity Research
1,CTL,2018 q1,5010,0.4086531358351283,"Timothy K. Horan, CFA",0.3314680053747393,male,"Oppenheimer & Co., Inc."
2,T,2018 q1,5010,0.43937391672197545,"Timothy K. Horan, CFA",0.22905127022015428,male,"Oppenheimer & Co., Inc."
3,CTL,2018 q1,5010,0.4086531358351283,Chris Kuiper,0.23507200192973146,male,CFRA Equity Research
4,CTL,2018 q1,5010,0.4086531358351283,Michael McCormack,0.1556150692192082,male,Guggenheim Securities LLC
5,CTL,2018 q1,5010,0.4086531358351283,Mr. Amir Rozwadowski,0.21591494617386792,male,Barclays
6,T,2018 q1,5010,0.43937391672197545,Mr. Amir Rozwadowski,0.3497416443336958,male,Barclays
7,TMUS,2018 q1,5010,0.48562674010494755,Mr. Amir Rozwadowski,0.20337738243886458,male,Barclays
8,VZ,2018 q1,5010,0.4740456821206299,Mr. Amir Rozwadowski,0.46522291016299044,male,Barclays
9,CTL,2018 q1,5010,0.4086531358351283,Mr. Scott Goldman,0.1926912986748698,male,Jefferies
10,TMUS,2018 q1,5010,0.48562674010494755,Mr. Scott Goldman,0.4504112809085581,male,Jefferies
11,CTL,2018 q1,5010,0.4086531358351283,Jonathan Atkin,0.3484000389565839,male,RBC Capital Markets
12,T,2018 q1,5010,0.43937391672197545,Jonathan Atkin,0.2967138217804881,male,RBC Capital Markets
13,CTL,2018 q1,5010,0.4086531358351283,Greg P Miller,0.32592212683447674,male,SunTrust Robinson Humphrey Capital Markets
14,T,2018 q1,5010,0.43937391672197545,Greg P Miller,0.3208202619512324,male,SunTrust Robinson Humphrey Capital Markets
15,TMUS,2018 q1,5010,0.48562674010494755,Greg P Miller,0.924920849106384,male,SunTrust Robinson Humphrey Capital Markets
16,CTL,2018 q1,5010,0.4086531358351283,"Mr. Sergey Dluzhevskiy, CFA",0.1885770962915448,male,Gabelli & Company
17,T,2018 q1,5010,0.43937391672197545,"Mr. Sergey Dluzhevskiy, CFA",0.43068406305670853,male,Gabelli & Company
18,CTL,2018 q1,5010,0.4086531358351283,Mr. Alex Zhao,0.46791430244115406,male,"Morningstar, Inc."
19,T,2018 q1,5010,0.43937391672197545,"David W. Barden, Jr",0.2328768308321171,male,BofA Global Research
20,T,2018 q1,5010,0.43937391672197545,Mr. David B. Burks,0.20765322157687452,male,Hilliard Lyons
21,VZ,2018 q1,5010,0.4740456821206299,Mr. David B. Burks,0.3507102063685566,male,Hilliard Lyons
22,T,2018 q1,5010,0.43937391672197545,"Ms. Angelo Zino, CFA",0.28206821530907233,female,CFRA Equity Research
23,TMUS,2018 q1,5010,0.48562674010494755,"Ms. Angelo Zino, CFA",0.26093452466774253,female,CFRA Equity Research
24,T,2018 q1,5010,0.43937391672197545,"Mr. Allan C. Nichols, CFA",0.4713270790797786,male,"Morningstar, Inc."
25,T,2018 q1,5010,0.43937391672197545,"Jeff C. Fan, CFA",0.3653760424511681,male,Scotiabank GBM
26,T,2018 q1,5010,0.43937391672197545,Ms. Jennifer M. Fritzsche,0.25517593697196667,female,"Wells Fargo Securities, LLC"
27,TMUS,2018 q1,5010,0.48562674010494755,Ms. Jennifer M. Fritzsche,0.11324138545297133,female,"Wells Fargo Securities, LLC"
28,VZ,2018 q1,5010,0.4740456821206299,Ms. Jennifer M. Fritzsche,0.4011847953412066,female,"Wells Fargo Securities, LLC"
29,T,2018 q1,5010,0.43937391672197545,Simon W. Flannery,0.17841161887828122,male,Morgan Stanley
30,TMUS,2018 q1,5010,0.48562674010494755,Simon W. Flannery,0.3814155157331174,male,Morgan Stanley
31,TMUS,2018 q1,5010,0.48562674010494755,Mr. Matthew Niknam,0.40413615828447264,male,Deutsche Bank
32,VZ,2018 q1,5010,0.4740456821206299,Mr. Matthew Niknam,0.44819940904414485,male,Deutsche Bank
33,TMUS,2018 q1,5010,0.48562674010494755,SADIF Research,0.17685330054562542,Not a person,Sadif Analytics Prime
34,TMUS,2018 q1,5010,0.48562674010494755,"Mr. Philip Cusick, CFA",0.27974012476184373,male,JPMorgan
