,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,CHD,2018 q1,3030,0.7192140157082277,Mr. Keith Snyder,0.7139829966211018,male,CFRA Equity Research
1,CL,2018 q1,3030,0.7091742880261818,Mr. Keith Snyder,0.34023762096934385,male,CFRA Equity Research
2,CLX,2018 q1,3030,0.6113087335419245,Mr. Keith Snyder,0.4191047207444601,male,CFRA Equity Research
3,KMB,2018 q1,3030,0.6595637205937115,Mr. Keith Snyder,0.4732284776763611,male,CFRA Equity Research
4,PG,2018 q1,3030,0.6786256362648574,Mr. Keith Snyder,0.41099976453566794,male,CFRA Equity Research
5,CHD,2018 q1,3030,0.7192140157082277,Erin Lash,0.40211661575672625,female,"Morningstar, Inc."
6,CL,2018 q1,3030,0.7091742880261818,Erin Lash,0.6804585338874826,female,"Morningstar, Inc."
7,CLX,2018 q1,3030,0.6113087335419245,Erin Lash,0.4083943212064901,female,"Morningstar, Inc."
8,PG,2018 q1,3030,0.6786256362648574,Erin Lash,0.318563332258495,female,"Morningstar, Inc."
9,CHD,2018 q1,3030,0.7192140157082277,"Mr. Jon R. Andersen, CFA",0.44318429689607136,male,William Blair & Company
10,CHD,2018 q1,3030,0.7192140157082277,Mr. Steve Powers,0.5079725742533645,male,Deutsche Bank
11,CL,2018 q1,3030,0.7091742880261818,Mr. Steve Powers,0.6245647216202135,male,Deutsche Bank
12,CLX,2018 q1,3030,0.6113087335419245,Mr. Steve Powers,0.46657792480061544,male,Deutsche Bank
13,EI,2018 q1,3030,0.7046480231161736,Mr. Steve Powers,0.8935891658399975,male,Deutsche Bank
14,PG,2018 q1,3030,0.6786256362648574,Mr. Steve Powers,0.5952979468758496,male,Deutsche Bank
15,CHD,2018 q1,3030,0.7192140157082277,"Mr. William B. Chappell, CFA",0.6680508907258813,male,SunTrust Robinson Humphrey Capital Markets
16,CL,2018 q1,3030,0.7091742880261818,"Mr. William B. Chappell, CFA",0.8859880233139654,male,SunTrust Robinson Humphrey Capital Markets
17,PG,2018 q1,3030,0.6786256362648574,"Mr. William B. Chappell, CFA",0.5702140099830257,male,SunTrust Robinson Humphrey Capital Markets
18,CHD,2018 q1,3030,0.7192140157082277,Mr. Iain E. Simpson,0.520706632945206,male,Societe Generale
19,CL,2018 q1,3030,0.7091742880261818,Mr. Iain E. Simpson,0.4068328009418593,male,Societe Generale
20,CHD,2018 q1,3030,0.7192140157082277,Mr. Nik Modi,0.6306501357377218,male,RBC Capital Markets
21,CL,2018 q1,3030,0.7091742880261818,Mr. Nik Modi,0.6222583598092127,male,RBC Capital Markets
22,CLX,2018 q1,3030,0.6113087335419245,Mr. Nik Modi,0.5383488562822124,male,RBC Capital Markets
23,COTY,2018 q1,3030,0.703269018447419,Mr. Nik Modi,0.8863604252500191,male,RBC Capital Markets
24,EI,2018 q1,3030,0.7046480231161736,Mr. Nik Modi,0.476890326174556,male,RBC Capital Markets
25,KMB,2018 q1,3030,0.6595637205937115,Mr. Nik Modi,0.603389177502131,male,RBC Capital Markets
26,PG,2018 q1,3030,0.6786256362648574,Mr. Nik Modi,0.7583397158066675,male,RBC Capital Markets
27,CHD,2018 q1,3030,0.7192140157082277,"Olivia Tong, CFA",0.6893266750159354,female,BofA Global Research
28,CL,2018 q1,3030,0.7091742880261818,"Olivia Tong, CFA",0.3262985009163967,female,BofA Global Research
29,CLX,2018 q1,3030,0.6113087335419245,"Olivia Tong, CFA",0.32763087797811735,female,BofA Global Research
30,COTY,2018 q1,3030,0.703269018447419,"Olivia Tong, CFA",0.6616286297769458,female,BofA Global Research
31,EI,2018 q1,3030,0.7046480231161736,"Olivia Tong, CFA",0.49645592096390545,female,BofA Global Research
32,KMB,2018 q1,3030,0.6595637205937115,"Olivia Tong, CFA",0.43560122540529667,female,BofA Global Research
33,PG,2018 q1,3030,0.6786256362648574,"Olivia Tong, CFA",0.5440202999732128,female,BofA Global Research
34,CHD,2018 q1,3030,0.7192140157082277,Mr. Rupesh Parikh,0.6001994137346857,male,"Oppenheimer & Co., Inc."
35,EI,2018 q1,3030,0.7046480231161736,Mr. Rupesh Parikh,0.5221139773108275,male,"Oppenheimer & Co., Inc."
36,CHD,2018 q1,3030,0.7192140157082277,"Mr. Dara W. Mohsenian, CFA",0.6252437907338912,male,Morgan Stanley
37,CL,2018 q1,3030,0.7091742880261818,"Mr. Dara W. Mohsenian, CFA",0.40631029435188326,male,Morgan Stanley
38,CLX,2018 q1,3030,0.6113087335419245,"Mr. Dara W. Mohsenian, CFA",0.3849217819138589,male,Morgan Stanley
39,COTY,2018 q1,3030,0.703269018447419,"Mr. Dara W. Mohsenian, CFA",0.36781872899814405,male,Morgan Stanley
40,EI,2018 q1,3030,0.7046480231161736,"Mr. Dara W. Mohsenian, CFA",0.5992828833609575,male,Morgan Stanley
41,PG,2018 q1,3030,0.6786256362648574,"Mr. Dara W. Mohsenian, CFA",0.685170065495151,male,Morgan Stanley
42,CL,2018 q1,3030,0.7091742880261818,Jeffrey P. Stent,0.6506727773152392,male,Exane BNP Paribas
43,PG,2018 q1,3030,0.6786256362648574,Jeffrey P. Stent,0.5650895369093104,male,Exane BNP Paribas
44,CL,2018 q1,3030,0.7091742880261818,"Kevin M. Grundy, CPA",0.7359728124741612,male,Jefferies
45,CLX,2018 q1,3030,0.6113087335419245,"Kevin M. Grundy, CPA",0.7006885247993331,male,Jefferies
46,KMB,2018 q1,3030,0.6595637205937115,"Kevin M. Grundy, CPA",0.6200837052105187,male,Jefferies
47,CLX,2018 q1,3030,0.6113087335419245,SADIF Research,0.6533595370036539,Not a person,Sadif Analytics Prime
48,PG,2018 q1,3030,0.6786256362648574,SADIF Research,0.33760131318232184,Not a person,Sadif Analytics Prime
49,COTY,2018 q1,3030,0.703269018447419,Ms. Stephanie S. Wissink,0.545029722551434,female,Jefferies
50,EI,2018 q1,3030,0.7046480231161736,Ms. Stephanie S. Wissink,0.5693389414720085,female,Jefferies
51,COTY,2018 q1,3030,0.703269018447419,Joseph Agnese,0.5200480325895677,male,CFRA Equity Research
52,EI,2018 q1,3030,0.7046480231161736,Joseph Agnese,0.506761875940294,male,CFRA Equity Research
53,COTY,2018 q1,3030,0.703269018447419,Ms. Lauren R. Lieberman,0.5598907326260786,female,Barclays
54,KMB,2018 q1,3030,0.6595637205937115,Ms. Lauren R. Lieberman,0.663018344460432,female,Barclays
55,PG,2018 q1,3030,0.6786256362648574,Ms. Lauren R. Lieberman,0.379452605932318,female,Barclays
56,COTY,2018 q1,3030,0.703269018447419,Chas Manso,0.47723538510178687,male,Societe Generale
57,EI,2018 q1,3030,0.7046480231161736,Chas Manso,0.46589409789212033,male,Societe Generale
58,PG,2018 q1,3030,0.6786256362648574,Chas Manso,0.4345031603661459,male,Societe Generale
59,COTY,2018 q1,3030,0.703269018447419,Ms. Rosie Edwards,0.6518225869947253,female,Berenberg
60,EI,2018 q1,3030,0.7046480231161736,Ms. Rosie Edwards,0.6719070740519036,female,Berenberg
61,KMB,2018 q1,3030,0.6595637205937115,Ms. Rosie Edwards,0.593078116911609,female,Berenberg
62,PG,2018 q1,3030,0.6786256362648574,Ms. Rosie Edwards,0.6411645349132279,female,Berenberg
63,EI,2018 q1,3030,0.7046480231161736,Mr. Sonia Vora,0.7154172454224405,male,"Morningstar, Inc."
64,EI,2018 q1,3030,0.7046480231161736,Mr. Christopher A. Jacobson,0.446023131173763,male,Susquehanna Financial Group LLLP
65,EI,2018 q1,3030,0.7046480231161736,Erinn E. Murphy,0.3097986889512415,female,Piper Sandler Companies
66,EI,2018 q1,3030,0.7046480231161736,Ms. Dana L. Telsey,0.3647204654312082,female,Telsey Advisory Group
