,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,CTL,2019 q2,5010,0.5420832528908882,Michael McCormack,0.2888391086232282,male,Guggenheim Securities LLC
1,T,2019 q2,5010,0.6578533173632005,Michael McCormack,0.3127704149590119,male,Guggenheim Securities LLC
2,CTL,2019 q2,5010,0.5420832528908882,Jonathan Atkin,0.7127337588433134,male,RBC Capital Markets
3,T,2019 q2,5010,0.6578533173632005,Jonathan Atkin,0.9168555591803718,male,RBC Capital Markets
4,TMUS,2019 q2,5010,0.5216584252874058,Jonathan Atkin,0.25815768758834723,male,RBC Capital Markets
5,CTL,2019 q2,5010,0.5420832528908882,Mr. Keith Snyder,0.17578371714969712,male,CFRA Equity Research
6,T,2019 q2,5010,0.6578533173632005,Mr. Keith Snyder,0.2774489255640021,male,CFRA Equity Research
7,TMUS,2019 q2,5010,0.5216584252874058,Mr. Keith Snyder,0.1736736841359877,male,CFRA Equity Research
8,VZ,2019 q2,5010,0.0,Mr. Keith Snyder,,male,CFRA Equity Research
9,CTL,2019 q2,5010,0.5420832528908882,Mr. Matthew Dolgin,0.30423830137130775,male,"Morningstar, Inc."
10,CTL,2019 q2,5010,0.5420832528908882,Ms. Jennifer M. Fritzsche,0.5589735289827249,female,"Wells Fargo Securities, LLC"
11,CTL,2019 q2,5010,0.5420832528908882,Simon W. Flannery,0.32460963308705765,male,Morgan Stanley
12,CTL,2019 q2,5010,0.5420832528908882,Greg P Miller,0.40840565238368026,male,SunTrust Robinson Humphrey Capital Markets
13,TMUS,2019 q2,5010,0.5216584252874058,Greg P Miller,0.5241670500454416,male,SunTrust Robinson Humphrey Capital Markets
14,CTL,2019 q2,5010,0.5420832528908882,"Timothy K. Horan, CFA",0.5738353039338145,male,"Oppenheimer & Co., Inc."
15,T,2019 q2,5010,0.6578533173632005,SADIF Research,0.6446451965063975,Not a person,Sadif Analytics Prime
16,T,2019 q2,5010,0.6578533173632005,"David W. Barden, Jr",0.6122423518825038,male,BofA Global Research
17,TMUS,2019 q2,5010,0.5216584252874058,"David W. Barden, Jr",0.20508441007290032,male,BofA Global Research
18,T,2019 q2,5010,0.6578533173632005,Mr. Matthew Niknam,0.8482293036269692,male,Deutsche Bank
19,T,2019 q2,5010,0.6578533173632005,"Mr. Michael Hodel, CFA",0.28381663070638,male,"Morningstar, Inc."
20,TMUS,2019 q2,5010,0.5216584252874058,"Mr. Michael Hodel, CFA",0.25063176728179487,male,"Morningstar, Inc."
21,T,2019 q2,5010,0.6578533173632005,"Jeff C. Fan, CFA",0.3384624950062221,male,Scotiabank GBM
22,TMUS,2019 q2,5010,0.5216584252874058,"Mr. Philip Cusick, CFA",0.9623990394629,male,JPMorgan
23,TMUS,2019 q2,5010,0.5216584252874058,"John C. Hodulik, CFA",0.4937073366892227,male,UBS Equities
